,id,type,labels,description,image_url,Filename,Date
57747,57675,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094513438_sardine_bad.jpeg,20240330094513438_sardine_bad.jpeg,2024-03-30
57748,57676,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094521880_sardine_bad.jpeg,20240330094521880_sardine_bad.jpeg,2024-03-30
57749,57677,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094538052_sardine_bad.jpeg,20240330094538052_sardine_bad.jpeg,2024-03-30
57750,57678,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094547354_sardine_bad.jpeg,20240330094547354_sardine_bad.jpeg,2024-03-30
57751,57679,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094557913_sardine_bad.jpeg,20240330094557913_sardine_bad.jpeg,2024-03-30
57752,57680,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094609101_sardine_bad.jpeg,20240330094609101_sardine_bad.jpeg,2024-03-30
57753,57681,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094618774_sardine_bad.jpeg,20240330094618774_sardine_bad.jpeg,2024-03-30
57754,57682,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094627943_sardine_bad.jpeg,20240330094627943_sardine_bad.jpeg,2024-03-30
57755,57683,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094637029_sardine_bad.jpeg,20240330094637029_sardine_bad.jpeg,2024-03-30
57756,57684,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094646368_sardine_bad.jpeg,20240330094646368_sardine_bad.jpeg,2024-03-30
57757,57685,sardine,bad,"Softness, Cuts and Damage",https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094704588_sardine_bad.jpeg,20240330094704588_sardine_bad.jpeg,2024-03-30
57758,57686,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094726306_sardine_bad.jpeg,20240330094726306_sardine_bad.jpeg,2024-03-30
57759,57687,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094747248_sardine_bad.jpeg,20240330094747248_sardine_bad.jpeg,2024-03-30
57760,57688,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094801337_sardine_bad.jpeg,20240330094801337_sardine_bad.jpeg,2024-03-30
57761,57689,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094816170_sardine_bad.jpeg,20240330094816170_sardine_bad.jpeg,2024-03-30
57762,57690,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094828641_sardine_bad.jpeg,20240330094828641_sardine_bad.jpeg,2024-03-30
57763,57691,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094841652_sardine_bad.jpeg,20240330094841652_sardine_bad.jpeg,2024-03-30
57764,57692,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330094918114_sardine_bad.jpeg,20240330094918114_sardine_bad.jpeg,2024-03-30
57765,57693,sardine,bad,"Softness, Cuts and Damage",https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095051780_sardine_bad.jpeg,20240330095051780_sardine_bad.jpeg,2024-03-30
57766,57694,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095119401_sardine_bad.jpeg,20240330095119401_sardine_bad.jpeg,2024-03-30
57767,57695,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095143721_sardine_bad.jpeg,20240330095143721_sardine_bad.jpeg,2024-03-30
57768,57696,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095152854_sardine_bad.jpeg,20240330095152854_sardine_bad.jpeg,2024-03-30
57769,57697,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095203791_sardine_bad.jpeg,20240330095203791_sardine_bad.jpeg,2024-03-30
57770,57698,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095219745_sardine_bad.jpeg,20240330095219745_sardine_bad.jpeg,2024-03-30
57771,57699,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095231607_sardine_bad.jpeg,20240330095231607_sardine_bad.jpeg,2024-03-30
57772,57700,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095242605_sardine_bad.jpeg,20240330095242605_sardine_bad.jpeg,2024-03-30
57773,57701,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095306044_sardine_bad.jpeg,20240330095306044_sardine_bad.jpeg,2024-03-30
57774,57702,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095329716_sardine_bad.jpeg,20240330095329716_sardine_bad.jpeg,2024-03-30
57775,57703,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095348471_sardine_bad.jpeg,20240330095348471_sardine_bad.jpeg,2024-03-30
57776,57704,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095401914_sardine_bad.jpeg,20240330095401914_sardine_bad.jpeg,2024-03-30
57777,57705,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095419211_sardine_bad.jpeg,20240330095419211_sardine_bad.jpeg,2024-03-30
57778,57706,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095426978_sardine_bad.jpeg,20240330095426978_sardine_bad.jpeg,2024-03-30
57779,57707,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095436122_sardine_bad.jpeg,20240330095436122_sardine_bad.jpeg,2024-03-30
57780,57708,sardine,bad,"Cuts and Damage, Softness",https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095449723_sardine_bad.jpeg,20240330095449723_sardine_bad.jpeg,2024-03-30
57781,57709,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095503645_sardine_bad.jpeg,20240330095503645_sardine_bad.jpeg,2024-03-30
57782,57710,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095511573_sardine_bad.jpeg,20240330095511573_sardine_bad.jpeg,2024-03-30
57783,57711,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095522650_sardine_bad.jpeg,20240330095522650_sardine_bad.jpeg,2024-03-30
57784,57712,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095533015_sardine_bad.jpeg,20240330095533015_sardine_bad.jpeg,2024-03-30
57785,57713,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095541503_sardine_bad.jpeg,20240330095541503_sardine_bad.jpeg,2024-03-30
57786,57714,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095549862_sardine_bad.jpeg,20240330095549862_sardine_bad.jpeg,2024-03-30
57787,57715,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095600622_sardine_bad.jpeg,20240330095600622_sardine_bad.jpeg,2024-03-30
57788,57716,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095613549_sardine_bad.jpeg,20240330095613549_sardine_bad.jpeg,2024-03-30
57789,57717,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095621940_sardine_bad.jpeg,20240330095621940_sardine_bad.jpeg,2024-03-30
57790,57718,sardine,bad,"Cuts and Damage, Softness",https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095632314_sardine_bad.jpeg,20240330095632314_sardine_bad.jpeg,2024-03-30
57791,57719,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095646879_sardine_bad.jpeg,20240330095646879_sardine_bad.jpeg,2024-03-30
57792,57720,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095701536_sardine_bad.jpeg,20240330095701536_sardine_bad.jpeg,2024-03-30
57793,57721,sardine,bad,"Softness, Cuts and Damage",https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095710233_sardine_bad.jpeg,20240330095710233_sardine_bad.jpeg,2024-03-30
57794,57722,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095725742_sardine_bad.jpeg,20240330095725742_sardine_bad.jpeg,2024-03-30
57795,57723,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095740964_sardine_bad.jpeg,20240330095740964_sardine_bad.jpeg,2024-03-30
57796,57724,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095759497_sardine_bad.jpeg,20240330095759497_sardine_bad.jpeg,2024-03-30
57797,57725,sardine,bad,"Softness, Cuts and Damage",https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095821647_sardine_bad.jpeg,20240330095821647_sardine_bad.jpeg,2024-03-30
57798,57726,sardine,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330095830462_sardine_bad.jpeg,20240330095830462_sardine_bad.jpeg,2024-03-30
57799,57727,sardine,bad,"Softness, Cuts and Damage",https://fish-data-collection.s3.ap-south-1.amazonaws.com/sardine/bad/20240330100832754_sardine_bad.jpeg,20240330100832754_sardine_bad.jpeg,2024-03-30
57800,57728,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330100850717_mackerel_bad.jpeg,20240330100850717_mackerel_bad.jpeg,2024-03-30
57801,57729,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330100858758_mackerel_bad.jpeg,20240330100858758_mackerel_bad.jpeg,2024-03-30
57802,57730,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330100907793_mackerel_bad.jpeg,20240330100907793_mackerel_bad.jpeg,2024-03-30
57803,57731,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330100917364_mackerel_bad.jpeg,20240330100917364_mackerel_bad.jpeg,2024-03-30
57804,57732,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330100927031_mackerel_bad.jpeg,20240330100927031_mackerel_bad.jpeg,2024-03-30
57805,57733,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330100935595_mackerel_bad.jpeg,20240330100935595_mackerel_bad.jpeg,2024-03-30
57806,57734,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330100944456_mackerel_bad.jpeg,20240330100944456_mackerel_bad.jpeg,2024-03-30
57807,57735,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330100953118_mackerel_bad.jpeg,20240330100953118_mackerel_bad.jpeg,2024-03-30
57808,57736,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101001578_mackerel_bad.jpeg,20240330101001578_mackerel_bad.jpeg,2024-03-30
57809,57737,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101010783_mackerel_bad.jpeg,20240330101010783_mackerel_bad.jpeg,2024-03-30
57811,57738,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101019457_mackerel_bad.jpeg,20240330101019457_mackerel_bad.jpeg,2024-03-30
57812,57739,mackerel,bad,"Cuts and Damage, Softness",https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101028769_mackerel_bad.jpeg,20240330101028769_mackerel_bad.jpeg,2024-03-30
57813,57740,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101038618_mackerel_bad.jpeg,20240330101038618_mackerel_bad.jpeg,2024-03-30
57814,57741,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101046893_mackerel_bad.jpeg,20240330101046893_mackerel_bad.jpeg,2024-03-30
57815,57742,mackerel,bad,"Cuts and Damage, Softness",https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101148821_mackerel_bad.jpeg,20240330101148821_mackerel_bad.jpeg,2024-03-30
57816,57743,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101158340_mackerel_bad.jpeg,20240330101158340_mackerel_bad.jpeg,2024-03-30
57817,57744,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101208802_mackerel_bad.jpeg,20240330101208802_mackerel_bad.jpeg,2024-03-30
57818,57745,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101219596_mackerel_bad.jpeg,20240330101219596_mackerel_bad.jpeg,2024-03-30
57819,57746,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101228561_mackerel_bad.jpeg,20240330101228561_mackerel_bad.jpeg,2024-03-30
57820,57747,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101239019_mackerel_bad.jpeg,20240330101239019_mackerel_bad.jpeg,2024-03-30
57821,57748,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101247368_mackerel_bad.jpeg,20240330101247368_mackerel_bad.jpeg,2024-03-30
57822,57749,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101255102_mackerel_bad.jpeg,20240330101255102_mackerel_bad.jpeg,2024-03-30
57823,57750,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101302729_mackerel_bad.jpeg,20240330101302729_mackerel_bad.jpeg,2024-03-30
57824,57751,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101310248_mackerel_bad.jpeg,20240330101310248_mackerel_bad.jpeg,2024-03-30
57825,57752,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101317988_mackerel_bad.jpeg,20240330101317988_mackerel_bad.jpeg,2024-03-30
57826,57753,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101325806_mackerel_bad.jpeg,20240330101325806_mackerel_bad.jpeg,2024-03-30
57827,57754,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101332446_mackerel_bad.jpeg,20240330101332446_mackerel_bad.jpeg,2024-03-30
57828,57755,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101340435_mackerel_bad.jpeg,20240330101340435_mackerel_bad.jpeg,2024-03-30
57829,57756,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101353938_mackerel_bad.jpeg,20240330101353938_mackerel_bad.jpeg,2024-03-30
57830,57757,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101451392_mackerel_bad.jpeg,20240330101451392_mackerel_bad.jpeg,2024-03-30
57831,57758,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101500171_mackerel_bad.jpeg,20240330101500171_mackerel_bad.jpeg,2024-03-30
57832,57759,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101509306_mackerel_bad.jpeg,20240330101509306_mackerel_bad.jpeg,2024-03-30
57833,57760,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101553562_mackerel_bad.jpeg,20240330101553562_mackerel_bad.jpeg,2024-03-30
57834,57761,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101602169_mackerel_bad.jpeg,20240330101602169_mackerel_bad.jpeg,2024-03-30
57835,57762,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101610314_mackerel_bad.jpeg,20240330101610314_mackerel_bad.jpeg,2024-03-30
57836,57763,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101626582_mackerel_bad.jpeg,20240330101626582_mackerel_bad.jpeg,2024-03-30
57837,57764,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101634683_mackerel_bad.jpeg,20240330101634683_mackerel_bad.jpeg,2024-03-30
57838,57765,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101644325_mackerel_bad.jpeg,20240330101644325_mackerel_bad.jpeg,2024-03-30
57839,57766,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101656345_mackerel_bad.jpeg,20240330101656345_mackerel_bad.jpeg,2024-03-30
57840,57767,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101710254_mackerel_bad.jpeg,20240330101710254_mackerel_bad.jpeg,2024-03-30
57841,57768,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101803544_mackerel_bad.jpeg,20240330101803544_mackerel_bad.jpeg,2024-03-30
57842,57769,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101812182_mackerel_bad.jpeg,20240330101812182_mackerel_bad.jpeg,2024-03-30
57843,57770,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101822834_mackerel_bad.jpeg,20240330101822834_mackerel_bad.jpeg,2024-03-30
57844,57771,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101832634_mackerel_bad.jpeg,20240330101832634_mackerel_bad.jpeg,2024-03-30
57845,57772,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101849055_mackerel_bad.jpeg,20240330101849055_mackerel_bad.jpeg,2024-03-30
57846,57773,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101859805_mackerel_bad.jpeg,20240330101859805_mackerel_bad.jpeg,2024-03-30
57847,57774,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101907657_mackerel_bad.jpeg,20240330101907657_mackerel_bad.jpeg,2024-03-30
57848,57775,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101915983_mackerel_bad.jpeg,20240330101915983_mackerel_bad.jpeg,2024-03-30
57849,57776,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101924658_mackerel_bad.jpeg,20240330101924658_mackerel_bad.jpeg,2024-03-30
57850,57777,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101933855_mackerel_bad.jpeg,20240330101933855_mackerel_bad.jpeg,2024-03-30
57851,57778,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330101943968_mackerel_bad.jpeg,20240330101943968_mackerel_bad.jpeg,2024-03-30
57852,57779,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330102001679_mackerel_bad.jpeg,20240330102001679_mackerel_bad.jpeg,2024-03-30
57853,57780,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330102009503_mackerel_bad.jpeg,20240330102009503_mackerel_bad.jpeg,2024-03-30
57854,57781,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330102018067_mackerel_bad.jpeg,20240330102018067_mackerel_bad.jpeg,2024-03-30
57855,57782,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330102028051_mackerel_bad.jpeg,20240330102028051_mackerel_bad.jpeg,2024-03-30
57856,57783,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330102040358_mackerel_bad.jpeg,20240330102040358_mackerel_bad.jpeg,2024-03-30
57857,57784,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330102049265_mackerel_bad.jpeg,20240330102049265_mackerel_bad.jpeg,2024-03-30
57858,57785,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330102109427_mackerel_bad.jpeg,20240330102109427_mackerel_bad.jpeg,2024-03-30
57859,57786,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330102117850_mackerel_bad.jpeg,20240330102117850_mackerel_bad.jpeg,2024-03-30
57860,57787,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330102139936_mackerel_bad.jpeg,20240330102139936_mackerel_bad.jpeg,2024-03-30
57861,57788,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240330102152519_mackerel_bad.jpeg,20240330102152519_mackerel_bad.jpeg,2024-03-30
57862,57789,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240330103250506_white prawns_bad.jpeg,20240330103250506_white prawns_bad.jpeg,2024-03-30
57863,57790,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240330103303949_white prawns_bad.jpeg,20240330103303949_white prawns_bad.jpeg,2024-03-30
57864,57791,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240330103320156_white prawns_bad.jpeg,20240330103320156_white prawns_bad.jpeg,2024-03-30
57865,57792,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240330103333909_white prawns_bad.jpeg,20240330103333909_white prawns_bad.jpeg,2024-03-30
57866,57793,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240330103344964_white prawns_bad.jpeg,20240330103344964_white prawns_bad.jpeg,2024-03-30
57867,57794,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240330103408596_white prawns_bad.jpeg,20240330103408596_white prawns_bad.jpeg,2024-03-30
57868,57795,white prawns,bad,Cuts and Damage,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240330103420492_white prawns_bad.jpeg,20240330103420492_white prawns_bad.jpeg,2024-03-30
57869,57796,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240330103706313_white prawns_bad.jpeg,20240330103706313_white prawns_bad.jpeg,2024-03-30
57870,57797,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240330103803444_white prawns_bad.jpeg,20240330103803444_white prawns_bad.jpeg,2024-03-30
57910,57839,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240331095302212_mackerel_bad.jpeg,20240331095302212_mackerel_bad.jpeg,2024-03-31
57911,57840,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240331095310356_mackerel_bad.jpeg,20240331095310356_mackerel_bad.jpeg,2024-03-31
57912,57841,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240331095318099_mackerel_bad.jpeg,20240331095318099_mackerel_bad.jpeg,2024-03-31
57913,57842,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240331095327928_mackerel_bad.jpeg,20240331095327928_mackerel_bad.jpeg,2024-03-31
57914,57843,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240331095335829_mackerel_bad.jpeg,20240331095335829_mackerel_bad.jpeg,2024-03-31
57916,57845,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240331095359564_mackerel_bad.jpeg,20240331095359564_mackerel_bad.jpeg,2024-03-31
57917,57846,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240331095410180_mackerel_bad.jpeg,20240331095410180_mackerel_bad.jpeg,2024-03-31
57918,57847,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240331095418487_mackerel_bad.jpeg,20240331095418487_mackerel_bad.jpeg,2024-03-31
57919,57848,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240331095428781_mackerel_bad.jpeg,20240331095428781_mackerel_bad.jpeg,2024-03-31
57924,57853,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240331100034339_white prawns_bad.jpeg,20240331100034339_white prawns_bad.jpeg,2024-03-31
57925,57854,white prawns,bad,"Size, Softness",https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240331100103336_white prawns_bad.jpeg,20240331100103336_white prawns_bad.jpeg,2024-03-31
57926,57855,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240331100121464_white prawns_bad.jpeg,20240331100121464_white prawns_bad.jpeg,2024-03-31
57927,57856,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240331100137727_white prawns_bad.jpeg,20240331100137727_white prawns_bad.jpeg,2024-03-31
57928,57857,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240331100153898_white prawns_bad.jpeg,20240331100153898_white prawns_bad.jpeg,2024-03-31
57929,57858,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240331100211557_white prawns_bad.jpeg,20240331100211557_white prawns_bad.jpeg,2024-03-31
57930,57859,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240331100221046_white prawns_bad.jpeg,20240331100221046_white prawns_bad.jpeg,2024-03-31
